pnum,voicefil,voice,HNDE,HNEX,HNIN,HPEF,HPFO,HPRE,LNEY,LNSP,LNSW,LPAT,LPFO,LPGR,HN,HP,LN,LP,form_smean,form_svar,form_rmean,form_rvar,intense_smean,intense_svar,intense_rmean,intense_rvar,pitch_smean,pitch_svar,pitch_rmean,pitch_rvar,ptype,hilo_actual,form_smeanMD,form_svarMD,intense_smeanMD,intense_svarMD,pitch_smeanMD,pitch_svarMD,LPr,LNr,newpster,vsex,feelpower,Zsub_form_smean,Zsub_form_svar,Zsub_form_rmean,Zsub_form_rvar,Zsub_intense_smean,Zsub_intense_svar,Zsub_intense_rmean,Zsub_intense_rvar,Zsub_pitch_smean,Zsub_pitch_svar,Zsub_pitch_rmean,Zsub_pitch_rvar
24,m08_power.wav,8,2,2,1,5,5,3,4,3,2,6,5,6,1.67,4.33,3,5.67,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,2.33,5,3.3325,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
26,m08_power.wav,8,4,4,4,4,4,4,2,5,4,4,5,4,4,4,3.67,4.33,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,3.67,4.33,4,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
27,m08_power.wav,8,4,4,2,5,7,6,1,2,3,5,5,4,3.33,6,2,4.67,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,3.33,6,4.665,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
28,m08_power.wav,8,4,3,3,4,5,3,3,3,4,5,5,5,3.33,4,3.33,5,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,3,4.67,3.75,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
29,m08_power.wav,8,4,4,4,3,5,3,5,4,3,4,5,4,4,3.67,4,4.33,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,3.67,4,3.835,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
32,m08_power.wav,8,4,3,4,3,3,3,5,4,3,4,5,4,3.67,3,4,4.33,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,3.67,4,3.585,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
33,m08_power.wav,8,3,4,3,4,4,4,4,4,4,4,4,4,3.33,4,4,4,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,4,4,3.8325,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
35,m08_power.wav,8,5,7,5,5,5,3,3,3,3,3,3,3,5.67,4.33,3,3,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,5,5,5,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
38,m08_power.wav,8,4,5,3,5,6,6,3,3,3,5,5,5,4,5.67,3,5,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,3,5,4.4175,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
39,m08_power.wav,8,2,2,3,2,4,4,2,3,3,2,3,3,2.33,3.33,2.67,2.67,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,5.33,5.33,4.08,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
40,m08_power.wav,8,3,3,4,4,3,5,4,2,4,3,2,3,3.33,4,3.33,2.67,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,5.33,4.67,4.3325,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
41,m08_power.wav,8,4,4,4,5,4,4,4,4,4,2,3,4,4,4.33,4,3,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,5,4,4.3325,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
42,m08_power.wav,8,6,1,1,7,6,7,1,1,1,6,6,6,2.67,6.67,1,6,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,2,7,4.585,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
45,m08_power.wav,8,1,2,2,3,4,2,2,4,6,5,5,6,1.67,3,4,5.33,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,2.67,4,2.835,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
47,m08_power.wav,8,3,5,3,5,5,5,2,5,2,4,5,5,3.67,5,3,4.67,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,3.33,5,4.25,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
48,m08_power.wav,8,3,2,5,5,6,5,2,3,5,7,6,6,3.33,5.33,3.33,6.33,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,1.67,4.67,3.75,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
49,m08_power.wav,8,4,6,3,6,7,5,1,4,3,7,7,5,4.33,6,2.67,6.33,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,1.67,5.33,4.3325,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
50,m08_power.wav,8,2,4,2,4,5,6,3,4,4,5,6,6,2.67,5,3.67,5.67,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,2.33,4.33,3.5825,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
51,m08_power.wav,8,6,6,3,5,5,4,3,4,2,3,4,5,5,4.67,3,4,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,4,5,4.6675,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
52,m08_power.wav,8,3,3,3,4,4,3,3,3,5,4,5,6,3,3.67,3.67,5,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,3,4.33,3.5,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
54,m08_power.wav,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,4,4,4,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
55,m08_power.wav,8,3,4,3,6,4,3,4,5,5,3,4,4,3.33,4.33,4.67,3.67,1050.989236,28190.62536,1222.502296,52681.60884,57.25818276,206.6387985,57.31951186,195.6998271,104.6708708,1119.727445,101.0889908,2897.69537,BATNA,lo,-72.26076404,-13174.86464,-1.522640638,8.120863367,-51.23349522,-345.1125549,4.33,3.33,3.83,M,2,-0.488008,-1.086085,-1.413064,-1.122531,-0.321254,-0.130827,-0.376065,0.393241,-0.618936,0.241234,-0.6161,0.860547
1,m14_power.wav,14,2,2,3,2,2,4,6,2,3,4,5,6,2.33,2.67,3.67,5,1036.789722,31945.55443,1270.421028,76415.65605,56.069503,138.189389,58.242247,117.695048,101.984661,1741.023838,100.388499,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,3,4.33,3.0825,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
2,m14_power.wav,14,4,3,3,4,4,4,5,5,5,4,4,4,3.33,4,5,4,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,4,3,3.5825,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
3,m14_power.wav,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,6,6,4,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
5,m14_power.wav,14,2,5,5,1,6,2,6,5,3,2,4,2,4,3,4.67,2.67,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,5.33,3.33,3.915,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
6,m14_power.wav,14,4,4,5,4,6,5,5,4,4,5,3,4,4.33,5,4.33,4,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,4,3.67,4.25,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
7,m14_power.wav,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,4,4,4,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
9,m14_power.wav,14,4,2,2,5,5,3,3,2,3,4,4,4,2.67,4.33,2.67,4,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,4,5.33,4.0825,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
10,m14_power.wav,14,5,3,5,4,3,4,5,6,6,4,4,5,4.33,3.67,5.67,4.33,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,3.67,2.33,3.5,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
11,m14_power.wav,14,3,4,2,1,3,4,5,4,5,1,4,4,3,2.67,4.67,3,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,5,3.33,3.5,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
12,m14_power.wav,14,4,4,5,6,7,3,4,3,5,5,6,3,4.33,5.33,4,4.67,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,3.33,4,4.2475,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
13,m14_power.wav,14,5,1,4,2,4,2,4,3,2,2,5,3,3.33,2.67,3,3.33,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,4.67,5,3.9175,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
14,m14_power.wav,14,1,1,1,1,1,1,7,6,1,7,2,2,1,1,4.67,3.67,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,4.33,3.33,2.415,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
16,m14_power.wav,14,3,2,4,6,4,2,5,5,2,3,4,6,3,4,4,4.33,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,3.67,4,3.6675,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
18,m14_power.wav,14,2,1,2,2,3,2,6,7,6,6,6,6,1.67,2.33,6.33,6,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,2,1.67,1.9175,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
19,m14_power.wav,14,3,1,2,2,7,1,2,3,4,5,7,5,2,3.33,3,5.67,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,2.33,5,3.165,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
21,m14_power.wav,14,1,1,1,1,5,2,2,1,6,4,7,4,1,2.67,3,5,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,3,5,2.9175,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
23,m14_power.wav,14,1,3,2,3,6,5,6,6,5,5,7,5,2,4.67,5.67,5.67,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,2.33,2.33,2.8325,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
24,m14_power.wav,14,4,3,4,4,4,3,5,2,5,5,5,5,3.67,3.67,4,5,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,3,4,3.585,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
26,m14_power.wav,14,3,4,3,3,4,4,3,4,4,4,5,4,3.33,3.67,3.67,4.33,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,3.67,4.33,3.75,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
27,m14_power.wav,14,4,3,3,4,5,4,4,4,3,5,5,6,3.33,4.33,3.67,5.33,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,2.67,4.33,3.665,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
28,m14_power.wav,14,4,3,3,4,3,3,5,3,4,5,5,4,3.33,3.33,4,4.67,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,3.33,4,3.4975,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
29,m14_power.wav,14,5,5,3,5,3,5,4,5,5,3,5,5,4.33,4.33,4.67,4.33,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,3.67,3.33,3.915,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
32,m14_power.wav,14,2,3,2,3,3,3,7,4,3,4,5,5,2.33,3,4.67,4.67,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,3.33,3.33,2.9975,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
33,m14_power.wav,14,4,5,3,4,4,4,3,5,3,4,4,4,4,4,3.67,4,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,4,4.33,4.0825,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
35,m14_power.wav,14,5,5,5,4,5,3,3,5,3,3,4,3,5,4,3.67,3.33,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,4.67,4.33,4.5,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
38,m14_power.wav,14,6,6,5,2,2,2,2,5,4,5,5,6,5.67,2,3.67,5.33,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,2.67,4.33,3.6675,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
39,m14_power.wav,14,1,3,2,2,3,6,6,6,2,4,3,3,2,3.67,4.67,3.33,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,4.67,3.33,3.4175,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
40,m14_power.wav,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,4,4,4,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
41,m14_power.wav,14,4,3,3,5,5,3,5,4,5,4,5,5,3.33,4.33,4.67,4.67,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,3.33,3.33,3.58,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
42,m14_power.wav,14,5,4,3,5,5,3,3,3,3,3,5,5,4,4.33,3,4.33,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,3.67,5,4.25,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
45,m14_power.wav,14,3,4,3,3,2,2,6,5,6,3,5,4,3.33,2.33,5.67,4,1036.789722,31945.55443,1270.421028,76415.65605,56.0695028,138.1893885,58.24224692,117.6950476,101.9846607,1741.023838,100.3884994,1727.823255,STATUS,lo,-86.46027791,-9419.935572,-2.711320599,-60.32854659,-53.91970532,276.1838381,4,2.33,2.9975,M,3,-0.658588,-0.761689,-0.236902,0.811779,-0.581592,-1.245424,-0.196219,-1.207467,-0.78925,1.049,-0.663036,0.153703
